CODIGO_CLIENTE,UF,IDADE,ESCOLARIDADE,ESTADO_CIVIL,QT_FILHOS,CASA_PROPRIA,QT_IMOVEIS,VL_IMOVEIS,OUTRA_RENDA,OUTRA_RENDA_VALOR,TEMPO_ULTIMO_EMPREGO_MESES,TRABALHANDO_ATUALMENTE,ULTIMO_SALARIO,QT_CARROS,VALOR_TABELA_CARROS,SCORE,DATA_UPLOAD,ARQUIVO_FONTE,RENDA_TOTAL,DATA_TRATAMENTO,FAIXA_ETARIA,TEM_FILHOS,CATEGORIA_RENDA
5319,SC,53,SUPERIOR CURSANDO,CASADO,2,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média
5539,SP,55,SUPERIOR CURSANDO,CASADO,0,0,0,0.0,false,0.0,14,1,3100.0,2,40000.0,39,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3100.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Baixa
5657,RJ,51,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Baixa
5729,PR,32,SUPERIOR CURSANDO,SOLTEIRO,0,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,31 a 45,0,Baixa
6073,RJ,57,SEGUNDO GRAU COMPLETO,CASADO,3,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Baixa
6188,RJ,27,SUPERIOR CURSANDO,CASADO,3,1,1,450000.0,true,3200.0,93,0,5300.0,0,0.0,94,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,8500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média
6208,SC,32,SUPERIOR CURSANDO,CASADO,2,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média
6282,MG,27,SUPERIOR CURSANDO,SOLTEIRO,0,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,21 a 30,0,Baixa
6313,SP,42,SEGUNDO GRAU COMPLETO,CASADO,0,1,1,220000.0,false,0.0,18,1,2200.0,2,30000.0,23,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,2200.0,2025-11-10T23:26:29.684Z,31 a 45,0,Baixa
6363,SP,35,SUPERIOR CURSANDO,SOLTEIRO,1,1,1,185000.0,true,3000.0,19,1,6800.0,0,0.0,45,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média
6380,PR,35,SUPERIOR CURSANDO,SOLTEIRO,0,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,31 a 45,0,Baixa
6445,PR,42,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,48,1,4500.0,2,28000.0,56,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4500.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média-Baixa
6705,SC,62,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Baixa
6734,SC,48,SEGUNDO GRAU COMPLETO,CASADO,0,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Alta
7361,MG,53,SUPERIOR COMPLETO,SOLTEIRO,1,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Baixa
7366,MG,19,SUPERIOR CURSANDO,SOLTEIRO,1,1,1,185000.0,true,3000.0,19,1,6800.0,0,0.0,45,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,Até 20,1,Média
7542,RJ,30,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
7603,SC,25,SEGUNDO GRAU COMPLETO,CASADO,0,1,1,220000.0,false,0.0,18,1,2200.0,2,30000.0,23,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,2200.0,2025-11-10T23:26:29.684Z,21 a 30,0,Baixa
7901,SP,28,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,21 a 30,1,Baixa
8134,RJ,51,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,48,1,4500.0,2,28000.0,56,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4500.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Baixa
8751,PR,27,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Baixa
9178,RJ,32,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média-Baixa
9539,SP,30,SEGUNDO GRAU COMPLETO,DIVORCIADO,0,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,21 a 30,0,Média-Baixa
307,RJ,25,SUPERIOR CURSANDO,CASADO,3,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
500,SP,62,SUPERIOR CURSANDO,CASADO,0,0,0,0.0,false,0.0,120,0,9800.0,0,0.0,61,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,Maior que 55,0,Média
583,SP,19,SUPERIOR CURSANDO,SOLTEIRO,0,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,Até 20,0,Baixa
596,PR,55,SUPERIOR COMPLETO,CASADO,2,0,3,700000.0,false,0.0,75,0,17500.0,1,50000.0,83,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,17500.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Alta
631,RJ,57,SEGUNDO GRAU COMPLETO,CASADO,3,1,1,340000.0,true,4000.0,90,1,13000.0,2,180000.0,89,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,17000.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Alta
689,RJ,28,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
698,PR,55,SUPERIOR COMPLETO,CASADO,2,0,3,700000.0,false,0.0,75,0,17500.0,1,50000.0,83,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,17500.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Alta
744,PR,42,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média-Baixa
864,PR,51,SEGUNDO GRAU COMPLETO,DIVORCIADO,0,1,0,0.0,false,0.0,80,0,6100.0,2,48000.0,72,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,6100.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média
934,SP,28,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,0,0,0.0,false,0.0,8,1,1800.0,0,0.0,12,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,1800.0,2025-11-10T23:26:29.684Z,21 a 30,1,Baixa
1020,MG,55,SUPERIOR COMPLETO,VIUVO,1,0,3,900000.0,false,0.0,150,0,18300.0,1,80000.0,98,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,18300.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Alta
1080,PR,55,SUPERIOR COMPLETO,SOLTEIRO,1,1,2,450000.0,true,2400.0,25,1,22000.0,1,150000.0,50,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,24400.0,2025-11-10T23:26:29.684Z,46 a 55,1,Alta
1202,PR,27,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Baixa
1226,SP,48,SUPERIOR COMPLETO,DIVORCIADO,2,1,2,600000.0,false,0.0,15,1,15000.0,1,70000.0,67,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,15000.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Alta
1352,SP,19,SUPERIOR CURSANDO,SOLTEIRO,0,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,Até 20,0,Média-Baixa
1974,MG,32,SUPERIOR CURSANDO,SOLTEIRO,1,1,1,220000.0,false,0.0,18,1,2200.0,2,30000.0,23,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,2200.0,2025-11-10T23:26:29.684Z,31 a 45,1,Baixa
2295,RJ,55,SUPERIOR CURSANDO,CASADO,2,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média
2416,SC,25,SEGUNDO GRAU COMPLETO,CASADO,0,1,1,220000.0,false,0.0,18,1,2200.0,2,30000.0,23,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,2200.0,2025-11-10T23:26:29.684Z,21 a 30,0,Baixa
2584,RJ,65,SUPERIOR COMPLETO,VIUVO,1,1,1,185000.0,true,3000.0,19,1,6800.0,0,0.0,45,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média
2830,SC,19,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,1,0,0.0,false,0.0,80,0,6100.0,2,48000.0,72,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,6100.0,2025-11-10T23:26:29.684Z,Até 20,1,Média
3155,MG,32,SUPERIOR CURSANDO,SOLTEIRO,1,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média
3175,PR,51,SEGUNDO GRAU COMPLETO,DIVORCIADO,0,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Baixa
3492,PR,51,SEGUNDO GRAU COMPLETO,DIVORCIADO,0,0,0,0.0,false,0.0,14,1,3100.0,2,40000.0,39,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3100.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Baixa
3923,RJ,32,SUPERIOR CURSANDO,CASADO,0,0,0,0.0,false,0.0,120,0,9800.0,0,0.0,61,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média
3981,MG,28,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
3986,RJ,45,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média-Baixa
4086,MG,51,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,1,0,0.0,false,0.0,80,0,6100.0,2,48000.0,72,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,6100.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média
4933,PR,32,SUPERIOR CURSANDO,SOLTEIRO,0,1,1,185000.0,true,3000.0,19,1,6800.0,0,0.0,45,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média
5666,MG,27,SUPERIOR CURSANDO,SOLTEIRO,1,1,1,185000.0,true,3000.0,19,1,6800.0,0,0.0,45,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9800.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média
6231,MG,23,SUPERIOR CURSANDO,CASADO,2,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média
6567,MG,51,SEGUNDO GRAU COMPLETO,DIVORCIADO,1,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média-Alta
7061,PR,42,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,48,1,4500.0,2,28000.0,56,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4500.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média-Baixa
7344,MG,53,SUPERIOR COMPLETO,SOLTEIRO,1,1,2,450000.0,true,2400.0,25,1,22000.0,1,150000.0,50,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,24400.0,2025-11-10T23:26:29.684Z,46 a 55,1,Alta
7396,SC,28,SUPERIOR COMPLETO,CASADO,2,0,3,700000.0,false,0.0,75,0,17500.0,1,50000.0,83,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,17500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
7568,MG,23,SUPERIOR COMPLETO,SOLTEIRO,1,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Baixa
8117,PR,62,SEGUNDO GRAU COMPLETO,CASADO,3,1,1,340000.0,true,4000.0,90,1,13000.0,2,180000.0,89,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,17000.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Alta
8272,RJ,28,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
8469,PR,65,SEGUNDO GRAU COMPLETO,CASADO,3,1,2,600000.0,false,0.0,15,1,15000.0,1,70000.0,67,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,15000.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Alta
8528,RJ,62,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Alta
8637,MG,28,SUPERIOR COMPLETO,DIVORCIADO,2,0,1,370000.0,false,0.0,30,1,11500.0,1,35000.0,34,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,11500.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Alta
9316,PR,27,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média-Baixa
9359,SC,53,SUPERIOR CURSANDO,CASADO,2,0,1,280000.0,false,0.0,12,1,9000.0,0,0.0,78,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,9000.0,2025-11-10T23:26:29.684Z,46 a 55,1,Média
9654,SP,51,SUPERIOR COMPLETO,SOLTEIRO,1,1,2,450000.0,true,2400.0,25,1,22000.0,1,150000.0,50,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,24400.0,2025-11-10T23:26:29.684Z,46 a 55,1,Alta
9708,PR,57,SUPERIOR CURSANDO,CASADO,1,1,0,0.0,false,0.0,22,0,3900.0,0,0.0,28,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,3900.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Baixa
9727,SP,35,SUPERIOR COMPLETO,VIUVO,1,0,3,900000.0,false,0.0,150,0,18300.0,1,80000.0,98,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,18300.0,2025-11-10T23:26:29.684Z,31 a 45,1,Média-Alta
10439,RJ,45,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,48,1,4500.0,2,28000.0,56,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4500.0,2025-11-10T23:26:29.684Z,31 a 45,0,Média-Baixa
10462,RJ,51,SEGUNDO GRAU COMPLETO,CASADO,0,0,0,0.0,false,0.0,48,1,4500.0,2,28000.0,56,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4500.0,2025-11-10T23:26:29.684Z,46 a 55,0,Média-Baixa
50,SP,62,SUPERIOR CURSANDO,CASADO,3,1,1,450000.0,true,3200.0,93,0,5300.0,0,0.0,94,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,8500.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média
186,SP,62,SUPERIOR CURSANDO,CASADO,3,0,0,0.0,false,0.0,9,0,4800.0,1,50000.0,18,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,4800.0,2025-11-10T23:26:29.684Z,Maior que 55,1,Média-Baixa
258,MG,28,SUPERIOR CURSANDO,CASADO,3,1,0,0.0,false,0.0,80,0,6100.0,2,48000.0,72,2025-11-10T23:26:17.452Z,DADOS_CREDITO.XLSX,6100.0,2025-11-10T23:26:29.684Z,21 a 30,1,Média
