CODIGO_CLIENTE,UF,IDADE,ESCOLARIDADE,ESTADO_CIVIL,QT_FILHOS,CASA_PROPRIA,QT_IMOVEIS,VL_IMOVEIS,OUTRA_RENDA,OUTRA_RENDA_VALOR,TEMPO_ULTIMO_EMPREGO_MESES,TRABALHANDO_ATUALMENTE,ULTIMO_SALARIO,QT_CARROS,VALOR_TABELA_CARROS,SCORE,DATA_UPLOAD,ARQUIVO_FONTE,RENDA_TOTAL,DATA_TRATAMENTO
22,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
23,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
24,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
25,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
26,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
27,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
28,SP,48,Superior Completo,Divorciado,1,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
29,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
30,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
31,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
32,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
33,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
34,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
35,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
36,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
37,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
38,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
39,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
40,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
41,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
42,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
43,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
44,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
45,SP,48,Superior Completo,Divorciado,2,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
46,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
47,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
48,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
49,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
50,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
51,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
52,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
53,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
54,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
55,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
56,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
57,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
58,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
59,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
60,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
61,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
62,SP,48,Superior Completo,Divorciado,2,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
63,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
64,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
65,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
66,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
67,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
68,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
69,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
70,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
71,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
72,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
73,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
74,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
75,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
76,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
77,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
78,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
79,SP,48,Superior Completo,Divorciado,2,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
80,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
81,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
82,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
83,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
84,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
85,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
86,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
87,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
88,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
89,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
90,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
91,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
92,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
93,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
94,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
95,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
96,SP,48,Superior Completo,Divorciado,2,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
97,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
98,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
99,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
100,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
101,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
102,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
103,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
104,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
105,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
106,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
107,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
108,SP,30,Segundo Grau Completo,Divorciado,0,False,0,0.0,False,0.0,14,True,3100.0,2,40000.0,39,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3100.0,2025-11-04 09:47:48.548205
109,MG,32,Superior Cursando,Solteiro,1,True,1,185000.0,True,3000.0,19,True,6800.0,0,0.0,45,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
110,SC,35,Superior Completo,Solteiro,1,True,2,450000.0,True,2400.0,25,True,22000.0,1,150000.0,50,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,24400.0,2025-11-04 09:47:48.548205
111,PR,42,Segundo Grau Completo,Casado,0,False,0,0.0,False,0.0,48,True,4500.0,2,28000.0,56,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4500.0,2025-11-04 09:47:48.548205
112,RJ,45,Superior Cursando,Casado,0,False,0,0.0,False,0.0,120,False,9800.0,0,0.0,61,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9800.0,2025-11-04 09:47:48.548205
113,SP,48,Superior Completo,Divorciado,2,True,2,600000.0,False,0.0,15,True,15000.0,1,70000.0,67,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,15000.0,2025-11-04 09:47:48.548205
114,MG,51,Segundo Grau Completo,Divorciado,1,True,0,0.0,False,0.0,80,False,6100.0,2,48000.0,72,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,6100.0,2025-11-04 09:47:48.548205
115,SC,53,Superior Cursando,Casado,2,False,1,280000.0,False,0.0,12,True,9000.0,0,0.0,78,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,9000.0,2025-11-04 09:47:48.548205
116,PR,55,Superior Completo,Casado,2,False,3,700000.0,False,0.0,75,False,17500.0,1,50000.0,83,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17500.0,2025-11-04 09:47:48.548205
117,RJ,57,Segundo Grau Completo,Casado,3,True,1,340000.0,True,4000.0,90,True,13000.0,2,180000.0,89,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,17000.0,2025-11-04 09:47:48.548205
118,SP,62,Superior Cursando,Casado,3,True,1,450000.0,True,3200.0,93,False,5300.0,0,0.0,94,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,8500.0,2025-11-04 09:47:48.548205
119,RJ,65,Superior Completo,Viuvo,1,False,3,900000.0,False,0.0,150,False,18300.0,1,80000.0,98,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,18300.0,2025-11-04 09:47:48.548205
120,SP,19,Superior Cursando,Solteiro,0,False,0,0.0,False,0.0,8,True,1800.0,0,0.0,12,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,1800.0,2025-11-04 09:47:48.548205
121,MG,23,Superior Completo,Solteiro,1,False,0,0.0,False,0.0,9,False,4800.0,1,50000.0,18,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,4800.0,2025-11-04 09:47:48.548205
122,SC,25,Segundo Grau Completo,Casado,0,True,1,220000.0,False,0.0,18,True,2200.0,2,30000.0,23,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,2200.0,2025-11-04 09:47:48.548205
123,PR,27,Superior Cursando,Casado,1,True,0,0.0,False,0.0,22,False,3900.0,0,0.0,28,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,3900.0,2025-11-04 09:47:48.548205
124,RJ,28,Superior Completo,Divorciado,2,False,1,370000.0,False,0.0,30,True,11500.0,1,35000.0,34,2025-11-04 09:47:35.324676,DADOS_CREDITO.XLSX,11500.0,2025-11-04 09:47:48.548205
